notice_id,errors,flags,got_no_persons,got_nothing,labels,might_have_unparsed_persons,officers
14038,,,1,1,,,
14091,,,1,1,,,
14103,,,1,1,,,
14108,,1,,,,1,3
14129,,1,,,,,1
14147,,,,,,,1
14153,,2,,,,,1
14312,,2,,,,,1
14316,,,,,,,1
14331,,,1,1,,,
14340,,1,,,,,1
14355,,3,,,,,1
14393,,4,,,,,2
14419,,4,,,,,1
14420,,3,,,,,1
14424,,3,,,,,1
14460,,,1,1,,,
14487,,,,,,,1
14718,,1,,,,,1
14726,,,,,,,1
14798,,1,,,,,1
14848,,,,,,,1
14982,,4,,,,,1
15030,,3,,,,,1
15052,,1,,,1,,2
15111,,1,,,,,1
15116,,5,,,,,2
15134,,3,,,,,1
15165,,4,,,,,1
15172,,1,1,,,,
15202,,,,,,,2
15265,,,,,,,2
15408,,,,,,,1
15513,,13,,,,,6
15632,,,1,1,,,
15641,,,,,,,1
15679,,1,,,,1,1
15704,,,,,,,2
15712,,4,,,,,1
15790,,,1,1,,,
15851,,,,,,1,1
15914,,,1,1,,,
15966,,,1,1,,,
16008,,2,,,,,1
16031,,,,,,,2
16032,,,,,,,2
16082,,1,,,,,2
16084,,1,,,,,1
16111,,,,,,,1
16126,,4,,,,,1
16158,,,1,1,,,
16247,,,,,,,2
16287,,1,,,1,,2
16323,,1,,,,1,1
16337,,4,,,,,1
16351,,,,,1,,1
16371,,1,,,1,,2
16393,,,,,,,1
16416,,1,1,,,1,
16446,,2,,,,,1
16570,,1,1,,,,
16641,,2,,,,,2
16696,,,1,1,,,
16794,,4,,,,,1
16849,,2,,,,,2
16939,,3,,,,,1
16944,,3,,,,,2
16964,1,1,1,,,1,
16979,,,1,,1,,
17076,,1,,,1,,1
17136,,4,,,,,1
17152,,,1,1,,,
17167,,5,,,,,1
17244,,,1,1,,,
17260,,,,,,1,2
17273,,1,,,,,1
17284,,3,,,,,1
17309,,,,,,,1
17337,,,,,,,2
17338,,3,,,,,2
17348,,1,,,,,1
17354,,,1,1,,,
17474,,5,,,,,1
17602,,2,,,,,1
17638,,,1,1,,,
17653,,,,,,,1
17680,,,1,1,,,
17776,,4,,,,,1
17793,,,,,,,1
17794,,,,,,,2
17797,,1,,,,1,1
17859,,,,,,,2
17970,,1,,,,,2
17991,,4,,,,,1
18121,,,1,,1,1,
18250,,2,,,1,,2
18316,,,,,,1,2
18331,,1,,,2,,1
18354,2,2,1,,,1,
18368,,,,,,,2
18377,,3,,,,,1
18383,,,,,,,1
18465,,2,,,1,,2
18478,,,,,,1,1
18652,,,,,,,1
18664,,,1,1,,,
18691,,3,,,1,,1
18692,,,1,1,,,
18738,,3,,,1,,1
18779,,7,,,,,2
18817,,3,,,,,1
18857,,4,,,,,4
18890,,3,,,1,,1
18975,,6,,,,,2
18999,,,,,,,1
19063,,,,,,1,3
19183,,1,,,1,,1
19216,,1,,,,,1
19224,,,,,1,,1
19246,,,1,1,,,
19303,,,,,,,1
19333,,,1,1,,,
19374,,1,,,,,1
19390,,,1,1,,,
19394,,1,,,,,1
19420,,1,,,,,1
19426,,5,,,,,1
19551,,,1,1,,,
19564,,,1,1,,,
19619,,,,,,,1
19800,,1,,,,,1
19805,,,1,1,,,
19952,,,,,,,1
20069,,,,,,,1
20117,,2,,,,,1
20204,,3,,,,,1
20212,1,,,,,,2
20288,,,1,1,,,
20371,,2,,,,,2
20435,,2,,,,,2
20479,,,1,1,,,
20495,,3,,,,,1
20542,,,1,1,,,
20569,,,,,,,1
20586,,1,,,,,1
20615,,,1,1,,,
20664,,3,,,,,1
20706,,,1,1,,,
20755,,4,,,1,,1
20844,,,1,1,,,
20931,,,,,,1,2
20962,,3,,,,,4
20968,,4,,,,,2
21019,,9,,,,,2
21097,,4,,,1,,1
21100,,,,,,,1
21122,,,,,,,1
21214,,,,,,1,1
21340,,,,,,,1
21375,,1,1,,,,
21418,,2,,,,,1
21420,,,,,,,2
21472,,2,,,1,,1
21488,,,,,,,1
21514,,4,,,,1,2
21537,,,,,,,2
21538,,1,1,,,,
21582,,1,,,,,2
21586,,1,,,,,1
21641,,2,,,,,2
21704,,1,,,,,2
21810,,,,,,,1
21818,,1,,,1,,1
21849,,2,,,,,1
21868,,2,,,,1,3
21913,,,,,,,2
21964,,,1,1,,,
21995,,,1,1,,,
21996,,4,,,1,,1
22058,,,,,,,1
22064,,5,,,,,2
22149,,,1,1,,,
22211,,4,,,,,1
22258,,,,,,,1
22296,1,,1,,,1,
22409,,,,,,1,1
22447,,,1,1,,,
22477,,,,,,,2
22504,,,,,,,1
22510,,4,,,,,1
22523,,,1,1,,,
22543,,,,,,,1
22563,,4,,,,,1
22635,,,,,,,1
22709,,3,,,1,,1
22718,,1,,,,1,2
22748,,1,,,,,2
22859,,,1,1,,,
22938,2,1,,,,1,1
22947,,6,,,,1,3
22955,,1,,,,,2
22973,,,1,1,,,
23011,,,,,,,1
23036,,,1,1,,,
23096,,1,,,,,1
23173,,,1,1,,,
23187,,4,,,,,1
23284,,,,,,,1
23351,,,,,,,1
23408,,1,,,,,3
23420,,,,,,,1
23483,,,1,1,,,
23486,,4,,,,,1
23519,,,,,,,1
23534,,,,,1,,1
23536,,2,,,1,,1
23556,,,1,1,,,
23610,,6,,,,,2
23631,,,1,1,,,
23657,,,,,,,1
23709,,,,,1,,1
23759,,2,,,,,1
23801,,,,,,,1
23812,,,,,,1,1
23824,,1,,,,,2
23839,,2,,,,,1
23843,,,1,,1,,
23854,,1,,,1,,1
23897,,1,1,,,,
23930,,4,,,,,2
23985,,1,1,,,,
23994,,3,,,,,1
24008,,,,,,,1
24021,,3,,,1,,1
24062,,,1,1,,,
24101,,,,,,,1
24139,,,,,,1,4
24149,,,1,1,,,
24165,,,1,1,,,
24169,,,1,1,,,
24225,,4,,,1,1,1
24252,,,,,,1,1
24326,,,1,1,,,
24344,,,,,,,1
24364,,1,,,,,1
24376,,,,,1,,3
24388,,3,,,,,1
24429,,,1,1,,,
24448,,,,,1,,1
24502,,,,,,,1
24571,,,,,,,1
24588,,1,,,,1,2
24669,,1,,,,,2
24679,1,3,,,,,1
24745,2,,,,,1,1
24760,,3,,,,,2
24796,,,1,1,,,
24803,,1,,,,,1
24825,,4,,,,,1
24852,,,1,1,,,
24883,,3,,,,,2
24894,,,,,,1,1
24931,,,1,1,,,
25014,,1,,,,,1
25016,2,1,1,,,1,
25059,,1,,,,,1
25193,,3,,,1,,1
25195,,,,,,,1
25196,,,1,1,,,
25208,,2,,,,,1
25213,,2,,,,1,1
25261,,,1,1,,,
25367,,,,,,,1
25369,,,,,,,1
25375,,1,,,,,2
25543,,,,,,,2
25636,,,,,,,1
25755,,,,,1,,1
25761,,3,,,,1,2
25797,1,2,,,,1,2
25828,,,1,1,,,
25833,,,,,,1,1
25834,,,1,1,,,
25913,,,,,,,2
25955,,,1,1,,,
26019,,,1,1,,,
26031,,,1,,1,,
26034,,1,,,,,1
26053,,,1,1,,,
26061,,9,,,,,3
26101,,,,,,,2
26111,,1,,,,1,3
26325,,3,,,,,1
26370,,,1,1,,,
26385,,,1,1,,,
26406,,1,,,,,1
26462,,1,,,,,1
26537,,,1,1,,,
26572,,2,,,,,2
26638,,4,,,,,1
26685,,2,,,,,2
26717,,,,,,,1
26729,,,1,1,,,
26752,,,1,1,,,
26800,,1,,,,,2
26918,,,,,,1,1
26954,,4,,,1,,1
27079,,3,,,,,2
27121,,4,,,1,,1
27167,,,1,1,,,
27284,,2,,,,,1
27303,,,1,,1,,
27331,,1,,,,,2
27354,,5,,,,,1
27473,1,5,1,,,1,
27516,,1,,,,,1
27553,,,,,,1,1
27591,,2,,,,,2
27622,,,1,1,,,
27628,,3,,,,,1
27640,,4,,,,,1
27663,,3,,,1,,1
27691,,,,,1,,1
27714,,,1,1,,,
27741,,2,,,,,2
27745,,,,,,,1
27750,,3,,,,,1
27785,,,1,1,,,
27856,,5,,,,,1
27862,,,1,1,,,
27901,,,,,,,1
27925,2,8,1,,,1,
27942,,9,,,1,,3
27976,,1,,,,1,2
28004,,1,,,,1,2
28027,,1,1,,1,1,
28120,,,1,1,,,
28167,,4,,,1,1,1
28207,,,1,1,,,
28273,,4,,,1,1,1
28275,,3,,,1,,1
28280,,,,,,,1
28408,,3,,,,,1
28451,,2,,,,,1
28577,,,,,,,1
28790,,,1,1,,,
28807,,,1,1,,,
28817,,1,,,,,1
28841,,1,,,1,1,1
28875,,,,,,,1
28903,,,1,1,,,
28947,,,1,1,,,
29022,,,1,1,,,
29046,,,,,,,1
29069,,,,,,,1
29085,,,,,,,1
29102,,4,,,1,1,1
29140,,3,,,,,1
29277,,1,1,,,1,1
29287,,2,,,,,2
29324,,,,,1,,1
29375,,,,,,,2
29451,,1,,,,,2
29457,,3,,,1,,1
29477,,,,,1,,2
29571,,5,,,,,1
29790,,1,,,,,1
29901,,3,1,,2,,
29930,,1,,,,,1
29962,,,,,,,2
29980,,,1,1,,,
30048,2,,,,,1,1
30110,,2,,,,,2
30134,,,,,,,1
30141,,,,,,,1
30147,,1,,,,,2
30160,,,,,,,1
30287,1,4,1,,,1,
30308,,,1,,1,,
30373,,,,,,,1
30410,,,1,1,,,
30433,,,,,,,1
30450,,,,,,,1
30479,,1,,,,1,1
30525,,,,,,,1
30578,,3,,,,1,1
30597,,,,,,,3
30643,,5,,,1,1,1
30644,,,1,1,,,
30798,,,1,1,,,
30799,,3,,,1,,2
30802,,,,,,1,2
30859,,,,,,,1
30884,,3,1,,1,1,2
31041,,,1,1,,,
31060,,1,1,,1,,
31082,,1,,,,,1
31097,,1,,,,,2
31122,,,1,1,,,
31144,,1,1,,1,,
31153,,,1,1,,,
31242,,,1,1,,,
31294,,1,,,,,1
31357,,,,,,,1
31385,,2,,,,,1
31581,,4,,,,,1
31659,,3,,,,,1
31664,,,,,,,2
31983,,3,,,1,,1
32044,,,,,,,3
32057,,,,,,,1
32092,,,,,,,2
32155,,3,,,,1,1
32187,,,,,,,2
32211,,2,,,1,,1
32267,1,,1,,,1,
32278,,,1,,1,,
32279,,,,,,,2
32447,,,1,,1,1,
32450,,4,,,,,1
32475,,,1,1,,,
32485,,,,,,1,1
32492,,,,,,,2
32591,,3,,,,,1
32615,,3,,,,,1
32790,,1,,,,,2
32801,,,1,1,,,
32848,,2,,,,1,1
32940,,3,,,,,1
32953,,,1,,1,,
32998,,2,,,,1,3
33021,,4,,,,,1
33046,,3,,,,1,1
33059,1,1,,,,,1
33115,,1,,,,,1
33179,,,1,1,,,
33191,,,1,1,,,
33205,,4,,,1,,1
33340,,,,,,,1
33487,,,,,,,2
33511,,,,,,1,1
33536,,,1,1,,,
33541,,3,,,,,1
33572,,5,,,,1,1
33596,,,1,1,,,
33611,,,,,,,1
33704,,5,,,,,1
33744,,3,,,,,2
33811,,1,1,,,1,
33866,,,,,,,2
33883,,3,,,,1,5
33901,,1,,,1,,1
33926,,,,,,,2
33965,,5,,,,,1
33987,,2,,,,1,1
34041,,4,,,1,1,1
34065,,5,,,,1,1
34146,,2,1,,,,
34286,,3,,,,1,2
34327,,4,,,,,1
34379,,1,,,1,,1
34392,,3,,,1,,1
34457,,,1,1,,,
34483,,,1,,1,,
34503,,,1,1,,,
34519,,,,,,,2
34532,,2,,,,,1
34608,,,,,,,2
34675,,,,,,,1
34694,,3,,,1,,2
34801,,,1,1,,,
34824,,,,,,,1
35030,,3,,,,,1
35060,,1,,,,,1
35083,,,,,,1,1
35088,,,1,1,,,
35166,,4,,,1,1,1
35177,,,,,,,1
35194,,5,,,,1,2
35201,,3,,,1,,1
35229,,,,,,,1
35248,,,1,1,,,
35326,,5,,,,,1
35397,,,1,,1,,
35417,,,1,1,,,
35437,,1,,,,,1
35457,,,,,,,1
35561,,1,,,,,1
35714,,,,,,,2
35802,,,,,,1,1
35897,,,,,,,1
35985,,,,,,1,2
35987,,1,1,,,1,
36004,,4,,,,1,1
36010,,5,,,,1,2
36020,,,1,1,,,
36030,,2,,,,,2
36088,,1,,,,1,1
36118,,,1,1,,,
36126,,3,,,,,2
36162,,,,,,1,1
36202,,,1,1,,,
36205,,,,,,,1
36218,,,1,1,,,
36225,,,,,,1,1
36230,,4,,,,1,1
36287,,2,,,,,1
36342,1,,,,,1,1
36377,,8,,,1,1,2
36421,,,,,1,,1
36442,,,,,1,,1
36468,,,,,,,1
36489,,,,,,1,1
36546,,1,1,,,1,
36631,,,,,,,2
36668,,2,1,,,,
36676,,,,,,,1
36829,,3,,,,,1
36848,,4,,,,,1
36867,,,,,,,1
36962,,,,,2,,1
36982,,,,,,,1
36986,,4,,,,,2
36994,,3,,,,,1
37044,,2,,,,,1
37061,,,,,,,1
37083,,,1,1,,,
37102,,,1,1,,,
37157,,2,,,,,2
37158,,,1,1,,,
37275,,1,1,,1,1,
37439,,,,,,,1
37480,,,,,,,1
37557,,,1,1,,,
37663,,,,,,,1
37733,,3,,,,,2
37831,,2,,,1,,2
37939,,8,,,,,2
37975,,3,,,,,1
37995,,,,,,,2
38039,,3,,,,,1
38088,,4,,,,,1
38166,,1,,,,,1
38168,,,,,,,1
38170,,,,,,1,2
38264,,,1,1,,,
38301,,,1,1,,,
38316,,5,,,,1,1
38352,,4,,,1,1,1
38412,,6,,,1,,1
38460,,,1,,1,,
38575,,5,,,,,2
38597,,3,,,,,1
38598,,,1,1,,,
38717,,6,1,,,1,
38721,,4,,,,,1
38738,,4,,,,,2
38746,,1,,,,,2
38776,,,,,,,2
38817,,4,,,,,2
38828,,,1,1,,,
38855,,3,,,1,1,2
38895,,2,,,1,,2
38899,,3,,,,,1
38909,,,,,,,1
38943,,,1,1,,,
38954,,1,,,,1,2
38963,,,1,1,,,
38967,,,1,1,,,
38973,,,,,,1,4
38978,,3,,,1,,1
39006,,,1,1,,,
39041,,2,,,,,2
39121,,,,,2,,1
39141,,5,,,1,,1
39144,,1,,,1,,2
39187,2,2,,,,1,1
39212,,1,,,,,1
39228,,,,,,,1
39229,,,,,1,,1
39232,,2,,,1,,1
39235,,3,,,,1,1
39238,,,1,1,,,
39239,,,,,,,1
39262,,,1,1,,,
39337,,,,,1,,2
39358,,,,,,,1
39375,,1,,,,,1
39385,,1,,,,,1
39480,,4,,,1,,1
39519,,,1,1,,,
39619,,3,,,1,1,2
39622,,8,,,,,3
39701,,,1,1,,,
39719,,1,,,,,1
39802,,,,,,,2
39913,,,1,,1,,
39922,,,1,1,,,
40004,,,,,,,2
40033,,1,,,,,1
40112,,1,,,,,2
40185,,,1,1,,,
40233,,3,,,,1,2
40248,,4,,,,,1
40290,,1,,,,,2
40310,,,1,1,,,
40331,,,1,1,,,
40342,,5,,,1,,1
40484,,,,,,,2
40527,,,1,1,,,
40598,,3,,,,,1
40659,,4,,,1,,1
40715,,,,,,,1
40719,,,1,1,,,
40794,,,,,,,1
40889,,3,,,,,1
40938,,4,,,1,,2
41038,,,,,,,1
41047,,,1,1,,,
41054,,,1,,1,,
41083,,,,,,,1
41094,,,,,,,1
41101,,,1,1,,,
41122,,3,,,,,1
41236,,2,,,,1,2
41272,,2,,,,1,4
41388,,,,,,,1
41421,,,,,,1,1
41443,,,1,,1,,
41498,,,1,1,,,
41565,,4,,,1,,1
41688,,,1,1,,,
41740,,3,,,1,,1
41741,,3,,,1,,1
41872,,3,,,,,2
41880,,,,,,1,1
41896,,,,,,,1
41981,,1,,,,1,2
42043,,,1,1,,,
42071,,,,,1,,1
42097,,1,,,1,,1
42102,,,1,1,,,
42207,,,1,1,,,
42298,,,,,,1,1
42309,,,1,,1,,
42315,,,1,1,,,
42355,,,1,1,,,
42493,,,,,1,1,1
42534,,1,1,,,1,
42545,,,1,1,,,
42557,,1,,,,,1
42571,,1,,,,,2
42654,,,1,1,,,
42665,,2,,,,,2
42709,,7,,,,,2
42771,,,1,1,,,
42774,,,1,1,,,
42842,,3,,,,,1
42924,,1,,,,,1
42975,,,1,1,,,
43008,,,,,1,1,1
43227,,1,,,,1,3
43228,,1,,,,1,1
43255,,1,,,,,2
43301,,,,,,,2
43305,,6,,,1,,2
43307,,,1,,1,1,
43326,,4,,,,,1
43334,,,,,,,2
43359,,6,,,2,,2
43449,,,,,,,1
43522,,4,,,,,1
43551,,3,,,,1,1
43570,,,,,,,1
43673,,2,,,1,,1
43675,,,1,1,,,
43705,,1,,,,,2
43731,,,,,,,1
43927,,2,,,,,1
43931,,3,,,,1,1
43948,,2,,,,,1
43965,,,1,1,,,
44041,,,,,,,1
44070,,2,,,1,,1
44089,,,,,1,,1
44165,,1,,,,1,1
44210,,,,,,1,1
44279,,3,,,,,1
44309,,,1,1,,,
44430,,4,,,,1,1
44507,,2,,,,,1
44511,,,,,,,2
44583,,,,,,,1
44596,,,,,,,2
44605,,,1,1,,,
44722,,,,,,,1
44750,,2,,,,,2
44808,,2,1,,,1,
44856,,1,,,,,1
44872,,4,,,,1,1
44926,,,1,1,,,
44931,,,,,,1,3
44975,,,,,,1,1
45001,,,1,1,,,
45139,,1,,,,,3
45223,,2,,,,,2
45238,,,1,1,,,
45271,,,1,1,,,
45356,,,1,1,,,
45367,,4,,,1,1,1
45377,1,,1,,,1,
45409,,1,1,1,,,1
45431,,,1,1,,,
45450,,2,,,1,,1
45476,,,1,1,,,
45545,,4,,,,,1
45688,,,1,1,,,
45733,,2,,,1,,2
45819,,,,,,,1
45836,,1,,,,,2
45873,,,1,1,,,
45983,,1,1,,,1,
46000,,3,,,1,,2
46035,,3,,,,,3
46080,,3,1,1,,,1
46087,,,,,,,1
46100,,4,,,1,1,1
46122,,4,,,,,1
46128,,4,,,1,,1
46134,,1,,,1,,2
46227,,,1,1,,,
46284,,1,1,,2,,1
46321,,,1,1,,,
46354,,,1,,1,,
46434,,,1,1,,,
46443,,2,,,,,1
46485,,2,,,,1,1
46548,,1,,,,1,1
46589,,,1,1,,,
46687,,4,,,,,1
46750,,3,,,,,1
46776,,,,,,,1
46884,,,,,,,1
46942,,4,,,1,,1
46969,,,,,,,1
47032,,,1,1,,,
47038,,,1,1,,,
47044,,,,,,,2
47047,,1,,,1,1,2
47081,,,,,1,,1
47105,,,1,1,,,
47148,,,,,,,2
47185,,3,,,,,2
47216,,,,,,1,1
47239,,2,1,1,,,2
47301,,,,,,,2
47376,,,1,,1,,
47392,1,3,1,,1,1,
47430,,3,,,,,2
47431,,1,,,,,1
47565,,,,,,1,1
47589,,4,,,,1,1
47604,,1,,,,,1
47607,,,,,,,1
47638,,1,,,,,1
47661,,,1,1,,,
47833,,,1,1,,,
47886,,3,,,1,,1
47904,,1,,,,1,2
47958,,4,,,,,1
47986,,,1,1,,,
47999,,1,,,,,1
48080,,4,,,,,1
48095,,1,,,,,1
48121,,1,,,,,2
48131,,4,,,,,1
48139,1,3,1,,,1,
48222,,4,,,,,1
48230,,,,,1,,1
48250,,1,,,,,2
48284,,,1,1,,,
48288,,,,,,1,1
48290,,,,,1,,1
48315,,7,,,2,,2
48326,,,1,1,,,
48444,,6,,,,,2
48560,,2,,,,,1
48603,,1,,,,,1
48692,,,,,,,1
48746,,,,,,,2
48870,,,,,,,1
48889,,,1,1,,,
49025,,,1,1,,,
49064,,4,,,,,1
49106,,3,,,1,,2
49118,,1,,,,1,2
49161,,4,,,,1,1
49245,1,2,,,,1,1
49285,,,,,,,2
49355,,,,,,,2
49400,,,,,1,,1
49419,,4,,,,1,1
49450,,2,,,,,1
49506,,,1,1,,,
49525,,,1,,1,,
49558,,2,,,2,,1
49613,,4,,,1,1,1
49707,,,,,,,1
49906,,1,,,,1,3
49932,,,,,,,1
49933,,3,,,1,1,1
49946,,3,,,,,1
49982,,,,,,,1
50110,,,,,1,,1
50156,,,1,1,,,
50276,,1,,,,,2
50371,,,,,,,1
50399,,,,,,,1
50443,,4,,,,1,1
50497,,2,,,1,,1
50520,,1,,,,,1
50570,,1,,,,,1
50585,,,,,,,2
50590,,4,,,2,,1
50640,,,1,1,,,
50650,,,1,1,,,
50658,,1,1,,,1,
50659,,4,,,1,,1
50743,,4,,,,,2
50766,,1,,,1,,2
50822,,,,,,,1
50867,,,1,,1,,
50869,1,1,,,1,,1
50889,,3,,,,,2
50898,,,1,1,,,
50979,,,,,,,2
50985,,,,,,,2
51017,,8,,,,,2
51089,,,,,,,1
51099,,1,1,,1,,
51159,,,,,,,2
51194,,4,,,,,1
51215,,,,,,,1
